density	name	class
6	ENSG00000168894.9__85597524__85597554__52	up_bg
2	ENSG00000169554.18__144399156__144399186__149	up_bg
1	ENSG00000169641.13__23092660__23092690__144	up_bg
1	ENSG00000169682.17__28979260__28979290__61	up_bg
10	ENSG00000169750.8__82034164__82034194__68	up_bg
1	ENSG00000170113.15__22827733__22827763__370	up_bg
1	ENSG00000170264.12__61839556__61839586__36	up_bg
5	ENSG00000170421.12__52898844__52898874__155	up_bg
3	ENSG00000170876.7__14131610__14131640__37	up_bg
6	ENSG00000171067.10__68262430__68262460__105	up_bg
4	ENSG00000171345.13__41524843__41524873__38	up_bg
4	ENSG00000171456.16__32358614__32358644__19	up_bg
6	ENSG00000171456.16__32433764__32433794__130	up_bg
2	ENSG00000171456.16__32434867__32434897__169	up_bg
1	ENSG00000172530.20__87975108__87975138__15	up_bg
1	ENSG00000173153.13__64316337__64316367__122	up_bg
1	ENSG00000173230.15__121692320__121692350__563	up_bg
2	ENSG00000173402.11__49533602__49533632__252	up_bg
1	ENSG00000173653.7__66844944__66844974__84	up_bg
1	ENSG00000173692.12__231083567__231083597__106	up_bg
3	ENSG00000173715.15__66800641__66800671__47	up_bg
2	ENSG00000173821.19__80313057__80313087__183	up_bg
2	ENSG00000173821.19__80383737__80383767__924	up_bg
1	ENSG00000173821.19__80394785__80394815__1104	up_bg
1	ENSG00000174197.16__41696570__41696600__109	up_bg
2	ENSG00000174371.16__241858521__241858551__73	up_bg
1	ENSG00000174371.16__241881961__241881991__177	up_bg
6	ENSG00000175106.16__15553745__15553775__92	up_bg
1	ENSG00000175505.10__67364948__67364978__78	up_bg
2	ENSG00000175595.14__13922091__13922121__19	up_bg
6	ENSG00000175634.14__67433370__67433400__282	up_bg
1	ENSG00000175727.13__122137469__122137499__139	up_bg
1	ENSG00000175931.12__76391056__76391086__318	up_bg
2	ENSG00000175931.12__76398270__76398300__128	up_bg
1	ENSG00000176390.11__30784124__30784154__171	up_bg
1	ENSG00000176438.12__95455722__95455724__74	up_bg
1	ENSG00000177051.5__45711334__45711364__51	up_bg
5	ENSG00000177200.16__53226441__53226471__144	up_bg
2	ENSG00000177200.16__53287957__53287987__347	up_bg
2	ENSG00000177463.15__15028661__15028691__58	up_bg
3	ENSG00000177542.10__792885__792915__45	up_bg
1	ENSG00000178057.14__49022496__49022526__91	up_bg
1	ENSG00000178105.9__108841375__108841405__138	up_bg
3	ENSG00000179364.13__105379784__105379814__73	up_bg
2	ENSG00000179604.9__73311953__73311983__5	up_bg
2	ENSG00000179818.13__70051218__70051248__21	up_bg
3	ENSG00000179912.20__57295399__57295429__69	up_bg
3	ENSG00000180210.14__46720790__46720820__19	up_bg
1	ENSG00000180448.10__1079838__1079840__111	up_bg
2	ENSG00000180628.14__91271653__91271683__64	up_bg
11	ENSG00000180902.17__241767995__241768025__243	up_bg
16	ENSG00000180902.17__241768205__241768235__257	up_bg
2	ENSG00000182199.10__57233839__57233869__174	up_bg
2	ENSG00000182621.17__8658598__8658628__82	up_bg
1	ENSG00000182621.17__8708715__8708745__111	up_bg
1	ENSG00000182704.7__76796464__76796494__125	up_bg
4	ENSG00000182718.16__60364459__60364489__168	up_bg
1	ENSG00000182796.13__55836081__55836111__183	up_bg
5	ENSG00000183020.13__986830__986860__78	up_bg
1	ENSG00000183401.11__11350883__11350913__48	up_bg
2	ENSG00000183495.13__132077821__132077851__614	up_bg
3	ENSG00000183495.13__132078586__132078616__665	up_bg
2	ENSG00000183751.14__1978149__1978179__137	up_bg
3	ENSG00000184014.7__9144142__9144172__224	up_bg
5	ENSG00000184110.14__28723205__28723235__131	up_bg
1	ENSG00000184232.8__120211307__120211337__37	up_bg
3	ENSG00000184363.9__404654__404684__165	up_bg
2	ENSG00000184470.20__19895572__19895581__56	up_bg
3	ENSG00000184640.17__77498568__77498598__157	up_bg
2	ENSG00000184702.18__19722518__19722548__174	up_bg
3	ENSG00000185164.14__18531541__18531571__105	up_bg
4	ENSG00000185324.21__89694218__89694232__146	up_bg
3	ENSG00000185686.17__22550206__22550236__117	up_bg
6	ENSG00000185686.17__22550917__22550947__74	up_bg
8	ENSG00000185686.17__22550932__22550962__75	up_bg
3	ENSG00000186715.10__16759284__16759314__61	up_bg
2	ENSG00000186908.14__76809088__76809118__67	up_bg
2	ENSG00000187244.10__44821261__44821291__213	up_bg
1	ENSG00000188997.7__78172224__78172254__82	up_bg
8	ENSG00000189159.15__75148529__75148559__69	up_bg
1	ENSG00000196208.13__11625154__11625184__286	up_bg
4	ENSG00000196498.13__124336888__124336918__368	up_bg
1	ENSG00000196535.15__29119425__29119435__129	up_bg
2	ENSG00000196547.14__90919710__90919740__244	up_bg
2	ENSG00000196628.15__55275649__55275679__85	up_bg
1	ENSG00000196628.15__55275664__55275694__86	up_bg
4	ENSG00000196912.12__97589600__97589630__6	up_bg
1	ENSG00000196950.13__195737598__195737628__351	up_bg
5	ENSG00000197136.4__65624546__65624576__218	up_bg
1	ENSG00000197299.10__90803596__90803626__227	up_bg
1	ENSG00000197380.10__46661041__46661071__16	up_bg
1	ENSG00000197530.12__1625421__1625428__74	up_bg
1	ENSG00000197530.12__1629223__1629253__231	up_bg
1	ENSG00000197563.10__62186994__62187024__11	up_bg
1	ENSG00000197568.13__70367767__70367797__43	up_bg
2	ENSG00000197587.10__46513078__46513108__116	up_bg
4	ENSG00000197989.13__28580620__28580650__5	up_bg
4	ENSG00000198408.13__101798917__101798947__107	up_bg
2	ENSG00000198598.6__131849907__131849937__90	up_bg
1	ENSG00000198743.6__34104838__34104868__677	up_bg
1	ENSG00000198756.10__183945447__183945477__98	up_bg
1	ENSG00000198794.11__75011792__75011822__11	up_bg
3	ENSG00000198900.5__41124155__41124185__217	up_bg
1	ENSG00000204634.12__101007812__101007842__214	up_bg
10	ENSG00000204843.12__74367045__74367075__199	up_bg
4	ENSG00000204843.12__74370291__74370321__96	up_bg
4	ENSG00000204843.12__74370336__74370345__98	up_bg
1	ENSG00000204991.10__89863854__89863861__114	up_bg
2	ENSG00000205758.11__33603524__33603537__70	up_bg
3	ENSG00000205758.11__33631516__33631546__46	up_bg
3	ENSG00000213516.9__88992600__88992630__2	up_bg
7	ENSG00000213672.7__48682513__48682543__38	up_bg
3	ENSG00000214655.10__73795614__73795644__213	up_bg
4	ENSG00000214655.10__73797128__73797158__233	up_bg
3	ENSG00000214753.2__62714940__62714970__307	up_bg
2	ENSG00000218510.7__22030535__22030565__56	up_bg
5	ENSG00000231312.6__39437491__39437521__6	up_bg
1	ENSG00000231312.6__39599396__39599426__36	up_bg
1	ENSG00000233392.5__240963564__240963594__41	up_bg
6	ENSG00000234912.11__77093274__77093304__28	up_bg
2	ENSG00000234912.11__77094879__77094909__135	up_bg
1	ENSG00000239672.7__51162028__51162058__82	up_bg
1	ENSG00000240280.6__63859979__63860009__56	up_bg
4	ENSG00000242125.3__28508830__28508860__121	up_bg
3	ENSG00000244005.12__35669600__35669630__190	up_bg
1	ENSG00000244274.7__45408936__45408938__56	up_bg
5	ENSG00000245532.7__65436538__65436568__917	up_bg
4	ENSG00000259956.1__51391448__51391478__13	up_bg
1	ENSG00000261732.1__1674031__1674061__158	up_bg
9	ENSG00000265972.5__145994724__145994754__70	up_bg
6	ENSG00000269699.5__56840662__56840692__6	up_bg
5	ENSG00000269858.5__40806998__40807028__196	up_bg
1	ENSG00000274220.1__75433926__75433956__7	up_bg
9	ENSG00000275023.4__38709233__38709263__33	up_bg
6	ENSG00000276043.4__4944358__4944388__115	up_bg
2	ENSG00000279765.3__92944403__92944433__168	up_bg
1	ENSG00000283871.1__21653334__21653364__3	up_bg
